STATIONID,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TMAX,TMIN,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,10/7/68,14.4,10,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,10/8/68,13.3,7.2,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,10/9/68,12.8,8.3,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,10/10/68,12.8,9.4,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,10/11/68,12.2,10,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,10/12/68,10.6,8.9,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,10/13/68,13.3,8.9,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,10/14/68,14.4,8.9,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,10/15/68,15,10,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,10/16/68,13.3,7.8,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,10/17/68,15,9.4,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,10/18/68,13.3,7.8,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,10/19/68,11.1,9.4,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,10/20/68,15,9.4,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,10/21/68,12.2,8.3,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,10/22/68,13.3,11.1,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,10/23/68,20,12.2,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,10/24/68,16.7,11.1,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,10/25/68,14.4,10.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,10/26/68,15.6,8.3,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,10/27/68,21.1,12.2,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,10/28/68,20.6,13.3,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,10/29/68,17.8,12.2,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,10/30/68,12.8,8.9,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,10/31/68,12.2,7.8,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/1/68,13.9,5.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/2/68,14.4,10,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/3/68,12.2,7.8,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/4/68,12.2,4.4,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/5/68,11.7,7.8,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/6/68,12.2,5,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/7/68,13.3,9.4,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/8/68,13.3,9.4,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/9/68,15.6,8.9,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/10/68,10.6,8.3,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/11/68,13.9,10,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/12/68,11.1,6.7,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/13/68,10,5.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/14/68,12.2,5.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/15/68,8.3,4.4,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/16/68,7.8,5,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/17/68,11.1,7.8,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/18/68,13.3,8.9,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/19/68,16.1,10.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/20/68,15.6,10,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/21/68,12.2,10,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/22/68,13.3,10,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/23/68,13.3,8.9,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/24/68,12.2,7.2,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/25/68,9.4,7.2,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/26/68,10.6,7.8,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/27/68,11.1,9.4,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/28/68,10,5.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/29/68,10.6,4.4,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,11/30/68,6.7,4.4,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/1/68,6.7,3.9,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/2/68,10.6,3.9,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/3/68,11.1,5.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/4/68,5.6,3.9,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/5/68,6.7,5.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/6/68,8.3,3.3,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/7/68,8.3,7.2,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/8/68,8.3,6.7,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/9/68,12.8,7.8,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/10/68,7.8,6.7,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/11/68,8.9,4.4,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/12/68,8.9,3.9,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/13/68,10.6,6.7,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/14/68,11.1,6.7,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/15/68,12.2,4.4,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/16/68,6.7,5,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/17/68,7.2,4.4,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/18/68,7.2,2.2,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/19/68,4.4,0,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/20/68,2.8,-2.2,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/21/68,1.7,0.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/22/68,4.4,1.1,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/23/68,8.3,4.4,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/24/68,10.6,8.3,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/25/68,8.3,3.3,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/26/68,7.2,3.3,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/27/68,3.3,-5,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/28/68,-5,-8.9,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/29/68,-7.2,-10.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/30/68,-5.6,-12.2,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,12/31/68,1.1,-8.9,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/1/69,6.7,1.1,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/2/69,7.2,5.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/3/69,8.9,4.4,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/4/69,12.2,7.8,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/5/69,10.6,6.7,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/6/69,7.2,5.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/7/69,6.1,1.1,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/8/69,3.9,1.7,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/9/69,4.4,2.8,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/10/69,5.6,1.1,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/11/69,3.3,0.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/12/69,5.6,1.1,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/13/69,4.4,1.1,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/14/69,4.4,1.1,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/15/69,4.4,0.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/16/69,3.3,1.1,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/17/69,2.8,0.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/18/69,3.3,0,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/19/69,2.8,0,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/20/69,2.8,-0.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/21/69,-0.6,-2.8,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/22/69,-1.1,-3.9,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/23/69,-0.6,-5.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/24/69,-0.6,-5.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/25/69,-0.6,-3.3,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/26/69,-1.7,-4.4,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/27/69,-2.2,-5.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/28/69,-3.3,-6.7,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/29/69,-2.2,-5.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/30/69,-1.1,-3.9,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,1/31/69,5.6,-1.1,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,2/1/69,4.4,2.2,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,2/2/69,5.6,1.7,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,2/3/69,9.4,5.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,2/4/69,7.8,1.7,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,2/5/69,5.6,1.1,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,2/6/69,6.1,0.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,2/7/69,7.2,1.7,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,2/8/69,7.8,2.2,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,2/9/69,8.3,2.8,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,2/10/69,10,5.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,2/11/69,11.1,6.1,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,2/12/69,7.2,3.3,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,2/13/69,10,2.8,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,2/14/69,10,4.4,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,2/15/69,10.6,6.1,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,2/16/69,12.2,5.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,2/17/69,12.2,3.9,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,2/18/69,12.2,4.4,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,2/19/69,10,3.9,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,2/20/69,8.3,3.9,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,2/21/69,8.9,0.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,2/22/69,9.4,3.3,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,2/23/69,6.7,2.8,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,2/24/69,10.6,1.7,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,2/25/69,9.4,3.3,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,2/26/69,9.4,3.3,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,2/27/69,13.3,2.2,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,2/28/69,12.2,5,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/1/69,11.1,6.1,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/2/69,13.3,7.2,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/3/69,7.8,6.7,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/4/69,7.8,5,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/5/69,9.4,5,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/6/69,9.4,5,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/7/69,9.4,1.7,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/8/69,11.1,2.8,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/9/69,10.6,2.8,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/10/69,13.9,2.2,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/11/69,13.9,1.7,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/12/69,12.2,1.1,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/13/69,12.8,1.7,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/14/69,11.1,3.9,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/15/69,12.8,6.7,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/16/69,14.4,7.2,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/17/69,13.3,8.9,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/18/69,11.1,5.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/19/69,11.7,6.7,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/20/69,12.8,5.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/21/69,14.4,4.4,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/22/69,8.9,6.7,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/23/69,13.3,5,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/24/69,13.9,4.4,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/25/69,17.2,6.7,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/26/69,20,8.9,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/27/69,13.3,7.8,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/28/69,15,5.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/29/69,16.7,6.7,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/30/69,20.6,10.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,3/31/69,12.8,8.9,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/1/69,11.7,5,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/2/69,9.4,3.9,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/3/69,12.8,3.3,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/4/69,8.9,7.2,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/5/69,13.3,7.2,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/6/69,13.3,7.2,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/7/69,12.2,6.7,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/8/69,19.4,5,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/9/69,14.4,7.2,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/10/69,16.1,6.1,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/11/69,18.9,7.2,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/12/69,17.8,8.9,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/13/69,12.8,6.7,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/14/69,13.3,6.1,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/15/69,16.7,7.2,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/16/69,13.3,7.2,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/17/69,12.2,7.8,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/18/69,11.7,7.2,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/19/69,12.2,6.1,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/20/69,14.4,6.1,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/21/69,20.6,8.9,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/22/69,12.2,8.9,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/23/69,13.3,8.3,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/24/69,12.8,6.7,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/25/69,13.9,5.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/26/69,19.4,5,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/27/69,21.1,10,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/28/69,12.2,5.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/29/69,11.7,5,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,4/30/69,10,6.1,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,5/1/69,10.6,5.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,5/2/69,12.8,6.1,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,5/3/69,14.4,6.7,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,5/4/69,16.7,5.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,5/5/69,19.4,8.9,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,5/6/69,21.7,10,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,5/7/69,25,12.2,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,5/8/69,27.8,13.9,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,5/9/69,22.2,11.7,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,5/10/69,17.8,10.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,5/11/69,22.8,10,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,5/12/69,23.3,10.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,5/13/69,23.9,11.1,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,5/14/69,17.2,10,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,5/15/69,19.4,7.2,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,5/16/69,21.1,10.6,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,5/17/69,23.3,11.1,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,5/18/69,21.7,12.8,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,5/19/69,18.9,12.2,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,5/20/69,20.6,12.2,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,5/21/69,26.1,12.2,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,5/22/69,31.1,13.9,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,5/23/69,32.2,14.4,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,5/24/69,20,12.8,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,5/25/69,20.6,11.1,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,5/26/69,18.9,11.7,,,,,,
USW00024281,"SEATTLE PORTAGE BAY, WA US",47.65,-122.3,5.8,5/27/69,15.6,11.1,,,,,,
